sample_idx,label,word,language,digit,speaker,trial,original_filename,speaker_gender,speaker_age,speaker_height
1311,3,three,english,3,11,7,lang-english_speaker-11_trial-7_digit-3.flac,female,31,163
1312,17,sieben,german,7,10,5,lang-german_speaker-10_trial-5_digit-7.flac,female,25,160
1313,18,acht,german,8,7,5,lang-german_speaker-07_trial-5_digit-8.flac,male,56,175
1314,5,five,english,5,10,6,lang-english_speaker-10_trial-6_digit-5.flac,female,25,160
1315,13,drei,german,3,11,13,lang-german_speaker-11_trial-13_digit-3.flac,female,31,163
1316,18,acht,german,8,2,9,lang-german_speaker-02_trial-9_digit-8.flac,female,23,158
1317,14,vier,german,4,10,5,lang-german_speaker-10_trial-5_digit-4.flac,female,25,160
1318,9,nine,english,9,6,4,lang-english_speaker-06_trial-4_digit-9.flac,female,35,163
1319,9,nine,english,9,3,3,lang-english_speaker-03_trial-3_digit-9.flac,female,23,174
1320,11,eins,german,1,8,5,lang-german_speaker-08_trial-5_digit-1.flac,male,21,182
1321,13,drei,german,3,7,5,lang-german_speaker-07_trial-5_digit-3.flac,male,56,175
1322,3,three,english,3,10,6,lang-english_speaker-10_trial-6_digit-3.flac,female,25,160
1323,15,fuenf,german,5,11,13,lang-german_speaker-11_trial-13_digit-5.flac,female,31,163
1324,2,two,english,2,8,4,lang-english_speaker-08_trial-4_digit-2.flac,male,21,182
1325,3,three,english,3,0,10,lang-english_speaker-00_trial-10_digit-3.flac,male,24,180
1326,16,sechs,german,6,10,5,lang-german_speaker-10_trial-5_digit-6.flac,female,25,160
1327,1,one,english,1,9,6,lang-english_speaker-09_trial-6_digit-1.flac,male,32,183
1328,1,one,english,1,10,6,lang-english_speaker-10_trial-6_digit-1.flac,female,25,160
1329,13,drei,german,3,0,7,lang-german_speaker-00_trial-7_digit-3.flac,male,24,180
1330,2,two,english,2,2,8,lang-english_speaker-02_trial-8_digit-2.flac,female,23,158
1331,13,drei,german,3,0,7,lang-german_speaker-00_trial-7_digit-3.flac,male,24,180
1332,19,neun,german,9,3,5,lang-german_speaker-03_trial-5_digit-9.flac,female,23,174
1333,13,drei,german,3,1,7,lang-german_speaker-01_trial-7_digit-3.flac,male,22,195
1334,11,eins,german,1,6,3,lang-german_speaker-06_trial-3_digit-1.flac,female,35,163
1335,5,five,english,5,0,10,lang-english_speaker-00_trial-10_digit-5.flac,male,24,180
1336,2,two,english,2,7,4,lang-english_speaker-07_trial-4_digit-2.flac,male,56,175
1337,6,six,english,6,9,6,lang-english_speaker-09_trial-6_digit-6.flac,male,32,183
1338,8,eight,english,8,2,8,lang-english_speaker-02_trial-8_digit-8.flac,female,23,158
1339,14,vier,german,4,7,5,lang-german_speaker-07_trial-5_digit-4.flac,male,56,175
1340,16,sechs,german,6,11,13,lang-german_speaker-11_trial-13_digit-6.flac,female,31,163
1341,7,seven,english,7,0,10,lang-english_speaker-00_trial-10_digit-7.flac,male,24,180
1342,7,seven,english,7,2,8,lang-english_speaker-02_trial-8_digit-7.flac,female,23,158
1343,5,five,english,5,7,4,lang-english_speaker-07_trial-4_digit-5.flac,male,56,175
1344,12,zwei,german,2,1,7,lang-german_speaker-01_trial-7_digit-2.flac,male,22,195
1345,1,one,english,1,2,8,lang-english_speaker-02_trial-8_digit-1.flac,female,23,158
1346,10,null,german,0,11,13,lang-german_speaker-11_trial-13_digit-0.flac,female,31,163
1347,12,zwei,german,2,8,5,lang-german_speaker-08_trial-5_digit-2.flac,male,21,182
1348,5,five,english,5,3,3,lang-english_speaker-03_trial-3_digit-5.flac,female,23,174
1349,8,eight,english,8,2,8,lang-english_speaker-02_trial-8_digit-8.flac,female,23,158
1350,6,six,english,6,8,4,lang-english_speaker-08_trial-4_digit-6.flac,male,21,182
1351,5,five,english,5,7,4,lang-english_speaker-07_trial-4_digit-5.flac,male,56,175
1352,14,vier,german,4,0,7,lang-german_speaker-00_trial-7_digit-4.flac,male,24,180
1353,12,zwei,german,2,11,13,lang-german_speaker-11_trial-13_digit-2.flac,female,31,163
1354,3,three,english,3,1,6,lang-english_speaker-01_trial-6_digit-3.flac,male,22,195
1355,18,acht,german,8,2,9,lang-german_speaker-02_trial-9_digit-8.flac,female,23,158
1356,15,fuenf,german,5,3,5,lang-german_speaker-03_trial-5_digit-5.flac,female,23,174
1357,13,drei,german,3,0,7,lang-german_speaker-00_trial-7_digit-3.flac,male,24,180
1358,10,null,german,0,10,6,lang-german_speaker-10_trial-6_digit-0.flac,female,25,160
1359,14,vier,german,4,0,7,lang-german_speaker-00_trial-7_digit-4.flac,male,24,180
1360,16,sechs,german,6,10,6,lang-german_speaker-10_trial-6_digit-6.flac,female,25,160
1361,13,drei,german,3,1,7,lang-german_speaker-01_trial-7_digit-3.flac,male,22,195
1362,3,three,english,3,2,8,lang-english_speaker-02_trial-8_digit-3.flac,female,23,158
1363,0,zero,english,0,10,7,lang-english_speaker-10_trial-7_digit-0.flac,female,25,160
1364,1,one,english,1,2,8,lang-english_speaker-02_trial-8_digit-1.flac,female,23,158
1365,9,nine,english,9,2,8,lang-english_speaker-02_trial-8_digit-9.flac,female,23,158
1366,2,two,english,2,2,8,lang-english_speaker-02_trial-8_digit-2.flac,female,23,158
1367,0,zero,english,0,8,5,lang-english_speaker-08_trial-5_digit-0.flac,male,21,182
1368,7,seven,english,7,2,8,lang-english_speaker-02_trial-8_digit-7.flac,female,23,158
1369,5,five,english,5,3,3,lang-english_speaker-03_trial-3_digit-5.flac,female,23,174
1370,1,one,english,1,2,9,lang-english_speaker-02_trial-9_digit-1.flac,female,23,158
1371,7,seven,english,7,11,7,lang-english_speaker-11_trial-7_digit-7.flac,female,31,163
1372,10,null,german,0,7,6,lang-german_speaker-07_trial-6_digit-0.flac,male,56,175
1373,14,vier,german,4,6,3,lang-german_speaker-06_trial-3_digit-4.flac,female,35,163
1374,18,acht,german,8,10,6,lang-german_speaker-10_trial-6_digit-8.flac,female,25,160
1375,3,three,english,3,1,6,lang-english_speaker-01_trial-6_digit-3.flac,male,22,195
1376,14,vier,german,4,9,6,lang-german_speaker-09_trial-6_digit-4.flac,male,32,183
1377,17,sieben,german,7,9,6,lang-german_speaker-09_trial-6_digit-7.flac,male,32,183
1378,11,eins,german,1,2,10,lang-german_speaker-02_trial-10_digit-1.flac,female,23,158
1379,5,five,english,5,2,9,lang-english_speaker-02_trial-9_digit-5.flac,female,23,158
1380,2,two,english,2,3,3,lang-english_speaker-03_trial-3_digit-2.flac,female,23,174
1381,5,five,english,5,9,6,lang-english_speaker-09_trial-6_digit-5.flac,male,32,183
1382,10,null,german,0,0,8,lang-german_speaker-00_trial-8_digit-0.flac,male,24,180
1383,14,vier,german,4,1,7,lang-german_speaker-01_trial-7_digit-4.flac,male,22,195
1384,11,eins,german,1,11,13,lang-german_speaker-11_trial-13_digit-1.flac,female,31,163
1385,0,zero,english,0,11,8,lang-english_speaker-11_trial-8_digit-0.flac,female,31,163
1386,10,null,german,0,1,8,lang-german_speaker-01_trial-8_digit-0.flac,male,22,195
1387,19,neun,german,9,1,8,lang-german_speaker-01_trial-8_digit-9.flac,male,22,195
1388,3,three,english,3,11,8,lang-english_speaker-11_trial-8_digit-3.flac,female,31,163
1389,5,five,english,5,2,9,lang-english_speaker-02_trial-9_digit-5.flac,female,23,158
1390,2,two,english,2,2,9,lang-english_speaker-02_trial-9_digit-2.flac,female,23,158
1391,14,vier,german,4,0,8,lang-german_speaker-00_trial-8_digit-4.flac,male,24,180
1392,0,zero,english,0,9,7,lang-english_speaker-09_trial-7_digit-0.flac,male,32,183
1393,17,sieben,german,7,11,13,lang-german_speaker-11_trial-13_digit-7.flac,female,31,163
1394,11,eins,german,1,10,6,lang-german_speaker-10_trial-6_digit-1.flac,female,25,160
1395,2,two,english,2,2,9,lang-english_speaker-02_trial-9_digit-2.flac,female,23,158
1396,8,eight,english,8,11,8,lang-english_speaker-11_trial-8_digit-8.flac,female,31,163
1397,0,zero,english,0,9,7,lang-english_speaker-09_trial-7_digit-0.flac,male,32,183
1398,14,vier,german,4,3,5,lang-german_speaker-03_trial-5_digit-4.flac,female,23,174
1399,12,zwei,german,2,10,6,lang-german_speaker-10_trial-6_digit-2.flac,female,25,160
1400,14,vier,german,4,7,6,lang-german_speaker-07_trial-6_digit-4.flac,male,56,175
1401,2,two,english,2,8,5,lang-english_speaker-08_trial-5_digit-2.flac,male,21,182
1402,5,five,english,5,11,8,lang-english_speaker-11_trial-8_digit-5.flac,female,31,163
1403,12,zwei,german,2,11,13,lang-german_speaker-11_trial-13_digit-2.flac,female,31,163
1404,19,neun,german,9,0,8,lang-german_speaker-00_trial-8_digit-9.flac,male,24,180
1405,4,four,english,4,2,9,lang-english_speaker-02_trial-9_digit-4.flac,female,23,158
1406,1,one,english,1,10,7,lang-english_speaker-10_trial-7_digit-1.flac,female,25,160
1407,10,null,german,0,10,7,lang-german_speaker-10_trial-7_digit-0.flac,female,25,160
1408,0,zero,english,0,7,5,lang-english_speaker-07_trial-5_digit-0.flac,male,56,175
1409,4,four,english,4,11,8,lang-english_speaker-11_trial-8_digit-4.flac,female,31,163
1410,8,eight,english,8,0,10,lang-english_speaker-00_trial-10_digit-8.flac,male,24,180
1411,3,three,english,3,8,5,lang-english_speaker-08_trial-5_digit-3.flac,male,21,182
1412,6,six,english,6,11,8,lang-english_speaker-11_trial-8_digit-6.flac,female,31,163
1413,9,nine,english,9,6,4,lang-english_speaker-06_trial-4_digit-9.flac,female,35,163
1414,13,drei,german,3,2,10,lang-german_speaker-02_trial-10_digit-3.flac,female,23,158
1415,8,eight,english,8,10,7,lang-english_speaker-10_trial-7_digit-8.flac,female,25,160
1416,4,four,english,4,8,5,lang-english_speaker-08_trial-5_digit-4.flac,male,21,182
1417,19,neun,german,9,7,6,lang-german_speaker-07_trial-6_digit-9.flac,male,56,175
1418,15,fuenf,german,5,11,13,lang-german_speaker-11_trial-13_digit-5.flac,female,31,163
1419,5,five,english,5,9,7,lang-english_speaker-09_trial-7_digit-5.flac,male,32,183
1420,18,acht,german,8,11,13,lang-german_speaker-11_trial-13_digit-8.flac,female,31,163
1421,16,sechs,german,6,2,10,lang-german_speaker-02_trial-10_digit-6.flac,female,23,158
1422,13,drei,german,3,10,7,lang-german_speaker-10_trial-7_digit-3.flac,female,25,160
1423,11,eins,german,1,6,3,lang-german_speaker-06_trial-3_digit-1.flac,female,35,163
1424,17,sieben,german,7,10,7,lang-german_speaker-10_trial-7_digit-7.flac,female,25,160
1425,2,two,english,2,11,8,lang-english_speaker-11_trial-8_digit-2.flac,female,31,163
1426,0,zero,english,0,1,7,lang-english_speaker-01_trial-7_digit-0.flac,male,22,195
1427,17,sieben,german,7,0,8,lang-german_speaker-00_trial-8_digit-7.flac,male,24,180
1428,17,sieben,german,7,9,6,lang-german_speaker-09_trial-6_digit-7.flac,male,32,183
1429,12,zwei,german,2,8,5,lang-german_speaker-08_trial-5_digit-2.flac,male,21,182
1430,11,eins,german,1,8,5,lang-german_speaker-08_trial-5_digit-1.flac,male,21,182
1431,16,sechs,german,6,8,5,lang-german_speaker-08_trial-5_digit-6.flac,male,21,182
1432,7,seven,english,7,3,3,lang-english_speaker-03_trial-3_digit-7.flac,female,23,174
1433,8,eight,english,8,0,10,lang-english_speaker-00_trial-10_digit-8.flac,male,24,180
1434,19,neun,german,9,6,3,lang-german_speaker-06_trial-3_digit-9.flac,female,35,163
1435,18,acht,german,8,3,5,lang-german_speaker-03_trial-5_digit-8.flac,female,23,174
1436,10,null,german,0,0,9,lang-german_speaker-00_trial-9_digit-0.flac,male,24,180
1437,0,zero,english,0,7,5,lang-english_speaker-07_trial-5_digit-0.flac,male,56,175
1438,6,six,english,6,11,8,lang-english_speaker-11_trial-8_digit-6.flac,female,31,163
1439,1,one,english,1,6,5,lang-english_speaker-06_trial-5_digit-1.flac,female,35,163
1440,10,null,german,0,2,10,lang-german_speaker-02_trial-10_digit-0.flac,female,23,158
1441,13,drei,german,3,2,10,lang-german_speaker-02_trial-10_digit-3.flac,female,23,158
1442,18,acht,german,8,1,8,lang-german_speaker-01_trial-8_digit-8.flac,male,22,195
1443,11,eins,german,1,6,4,lang-german_speaker-06_trial-4_digit-1.flac,female,35,163
1444,14,vier,german,4,2,10,lang-german_speaker-02_trial-10_digit-4.flac,female,23,158
1445,9,nine,english,9,10,7,lang-english_speaker-10_trial-7_digit-9.flac,female,25,160
1446,15,fuenf,german,5,8,5,lang-german_speaker-08_trial-5_digit-5.flac,male,21,182
1447,12,zwei,german,2,2,10,lang-german_speaker-02_trial-10_digit-2.flac,female,23,158
1448,19,neun,german,9,11,13,lang-german_speaker-11_trial-13_digit-9.flac,female,31,163
1449,4,four,english,4,3,3,lang-english_speaker-03_trial-3_digit-4.flac,female,23,174
1450,9,nine,english,9,1,7,lang-english_speaker-01_trial-7_digit-9.flac,male,22,195
1451,1,one,english,1,10,8,lang-english_speaker-10_trial-8_digit-1.flac,female,25,160
1452,7,seven,english,7,2,9,lang-english_speaker-02_trial-9_digit-7.flac,female,23,158
1453,2,two,english,2,8,5,lang-english_speaker-08_trial-5_digit-2.flac,male,21,182
1454,5,five,english,5,2,9,lang-english_speaker-02_trial-9_digit-5.flac,female,23,158
1455,19,neun,german,9,3,5,lang-german_speaker-03_trial-5_digit-9.flac,female,23,174
1456,2,two,english,2,10,8,lang-english_speaker-10_trial-8_digit-2.flac,female,25,160
1457,1,one,english,1,8,5,lang-english_speaker-08_trial-5_digit-1.flac,male,21,182
1458,12,zwei,german,2,11,13,lang-german_speaker-11_trial-13_digit-2.flac,female,31,163
1459,9,nine,english,9,8,5,lang-english_speaker-08_trial-5_digit-9.flac,male,21,182
1460,10,null,german,0,6,4,lang-german_speaker-06_trial-4_digit-0.flac,female,35,163
1461,13,drei,german,3,2,10,lang-german_speaker-02_trial-10_digit-3.flac,female,23,158
1462,17,sieben,german,7,3,5,lang-german_speaker-03_trial-5_digit-7.flac,female,23,174
1463,13,drei,german,3,2,10,lang-german_speaker-02_trial-10_digit-3.flac,female,23,158
1464,5,five,english,5,2,9,lang-english_speaker-02_trial-9_digit-5.flac,female,23,158
1465,19,neun,german,9,10,7,lang-german_speaker-10_trial-7_digit-9.flac,female,25,160
1466,14,vier,german,4,0,9,lang-german_speaker-00_trial-9_digit-4.flac,male,24,180
1467,2,two,english,2,0,10,lang-english_speaker-00_trial-10_digit-2.flac,male,24,180
1468,15,fuenf,german,5,7,6,lang-german_speaker-07_trial-6_digit-5.flac,male,56,175
1469,7,seven,english,7,10,8,lang-english_speaker-10_trial-8_digit-7.flac,female,25,160
1470,17,sieben,german,7,1,8,lang-german_speaker-01_trial-8_digit-7.flac,male,22,195
1471,19,neun,german,9,6,4,lang-german_speaker-06_trial-4_digit-9.flac,female,35,163
1472,4,four,english,4,0,10,lang-english_speaker-00_trial-10_digit-4.flac,male,24,180
1473,16,sechs,german,6,11,13,lang-german_speaker-11_trial-13_digit-6.flac,female,31,163
1474,2,two,english,2,0,10,lang-english_speaker-00_trial-10_digit-2.flac,male,24,180
1475,9,nine,english,9,2,9,lang-english_speaker-02_trial-9_digit-9.flac,female,23,158
1476,3,three,english,3,9,7,lang-english_speaker-09_trial-7_digit-3.flac,male,32,183
1477,3,three,english,3,3,3,lang-english_speaker-03_trial-3_digit-3.flac,female,23,174
1478,15,fuenf,german,5,11,13,lang-german_speaker-11_trial-13_digit-5.flac,female,31,163
1479,10,null,german,0,8,5,lang-german_speaker-08_trial-5_digit-0.flac,male,21,182
1480,13,drei,german,3,1,8,lang-german_speaker-01_trial-8_digit-3.flac,male,22,195
1481,16,sechs,german,6,1,8,lang-german_speaker-01_trial-8_digit-6.flac,male,22,195
1482,15,fuenf,german,5,8,5,lang-german_speaker-08_trial-5_digit-5.flac,male,21,182
1483,5,five,english,5,0,10,lang-english_speaker-00_trial-10_digit-5.flac,male,24,180
1484,13,drei,german,3,11,13,lang-german_speaker-11_trial-13_digit-3.flac,female,31,163
1485,11,eins,german,1,0,9,lang-german_speaker-00_trial-9_digit-1.flac,male,24,180
1486,8,eight,english,8,1,7,lang-english_speaker-01_trial-7_digit-8.flac,male,22,195
1487,6,six,english,6,6,5,lang-english_speaker-06_trial-5_digit-6.flac,female,35,163
1488,3,three,english,3,9,7,lang-english_speaker-09_trial-7_digit-3.flac,male,32,183
1489,10,null,german,0,9,7,lang-german_speaker-09_trial-7_digit-0.flac,male,32,183
1490,19,neun,german,9,1,8,lang-german_speaker-01_trial-8_digit-9.flac,male,22,195
1491,3,three,english,3,1,7,lang-english_speaker-01_trial-7_digit-3.flac,male,22,195
1492,0,zero,english,0,8,6,lang-english_speaker-08_trial-6_digit-0.flac,male,21,182
1493,17,sieben,german,7,8,5,lang-german_speaker-08_trial-5_digit-7.flac,male,21,182
1494,6,six,english,6,7,5,lang-english_speaker-07_trial-5_digit-6.flac,male,56,175
1495,1,one,english,1,2,10,lang-english_speaker-02_trial-10_digit-1.flac,female,23,158
1496,6,six,english,6,9,7,lang-english_speaker-09_trial-7_digit-6.flac,male,32,183
1497,10,null,german,0,1,9,lang-german_speaker-01_trial-9_digit-0.flac,male,22,195
1498,2,two,english,2,2,10,lang-english_speaker-02_trial-10_digit-2.flac,female,23,158
1499,12,zwei,german,2,1,9,lang-german_speaker-01_trial-9_digit-2.flac,male,22,195
1500,19,neun,german,9,2,10,lang-german_speaker-02_trial-10_digit-9.flac,female,23,158
1501,8,eight,english,8,2,10,lang-english_speaker-02_trial-10_digit-8.flac,female,23,158
1502,18,acht,german,8,0,9,lang-german_speaker-00_trial-9_digit-8.flac,male,24,180
1503,15,fuenf,german,5,7,6,lang-german_speaker-07_trial-6_digit-5.flac,male,56,175
1504,17,sieben,german,7,9,7,lang-german_speaker-09_trial-7_digit-7.flac,male,32,183
1505,18,acht,german,8,11,13,lang-german_speaker-11_trial-13_digit-8.flac,female,31,163
1506,13,drei,german,3,3,5,lang-german_speaker-03_trial-5_digit-3.flac,female,23,174
1507,12,zwei,german,2,7,6,lang-german_speaker-07_trial-6_digit-2.flac,male,56,175
1508,11,eins,german,1,11,14,lang-german_speaker-11_trial-14_digit-1.flac,female,31,163
1509,3,three,english,3,7,5,lang-english_speaker-07_trial-5_digit-3.flac,male,56,175
1510,10,null,german,0,2,11,lang-german_speaker-02_trial-11_digit-0.flac,female,23,158
1511,17,sieben,german,7,6,4,lang-german_speaker-06_trial-4_digit-7.flac,female,35,163
1512,5,five,english,5,7,5,lang-english_speaker-07_trial-5_digit-5.flac,male,56,175
1513,3,three,english,3,2,10,lang-english_speaker-02_trial-10_digit-3.flac,female,23,158
1514,1,one,english,1,11,8,lang-english_speaker-11_trial-8_digit-1.flac,female,31,163
1515,18,acht,german,8,8,5,lang-german_speaker-08_trial-5_digit-8.flac,male,21,182
1516,15,fuenf,german,5,7,6,lang-german_speaker-07_trial-6_digit-5.flac,male,56,175
1517,0,zero,english,0,1,8,lang-english_speaker-01_trial-8_digit-0.flac,male,22,195
1518,1,one,english,1,8,6,lang-english_speaker-08_trial-6_digit-1.flac,male,21,182
1519,10,null,german,0,3,6,lang-german_speaker-03_trial-6_digit-0.flac,female,23,174
1520,15,fuenf,german,5,11,14,lang-german_speaker-11_trial-14_digit-5.flac,female,31,163
1521,19,neun,german,9,2,11,lang-german_speaker-02_trial-11_digit-9.flac,female,23,158
1522,10,null,german,0,2,12,lang-german_speaker-02_trial-12_digit-0.flac,female,23,158
1523,0,zero,english,0,6,5,lang-english_speaker-06_trial-5_digit-0.flac,female,35,163
1524,12,zwei,german,2,7,6,lang-german_speaker-07_trial-6_digit-2.flac,male,56,175
1525,11,eins,german,1,1,9,lang-german_speaker-01_trial-9_digit-1.flac,male,22,195
1526,3,three,english,3,8,6,lang-english_speaker-08_trial-6_digit-3.flac,male,21,182
1527,11,eins,german,1,1,9,lang-german_speaker-01_trial-9_digit-1.flac,male,22,195
1528,14,vier,german,4,2,12,lang-german_speaker-02_trial-12_digit-4.flac,female,23,158
1529,6,six,english,6,3,3,lang-english_speaker-03_trial-3_digit-6.flac,female,23,174
1530,12,zwei,german,2,3,6,lang-german_speaker-03_trial-6_digit-2.flac,female,23,174
1531,5,five,english,5,3,3,lang-english_speaker-03_trial-3_digit-5.flac,female,23,174
1532,3,three,english,3,2,10,lang-english_speaker-02_trial-10_digit-3.flac,female,23,158
1533,5,five,english,5,2,10,lang-english_speaker-02_trial-10_digit-5.flac,female,23,158
1534,17,sieben,german,7,10,7,lang-german_speaker-10_trial-7_digit-7.flac,female,25,160
1535,8,eight,english,8,2,10,lang-english_speaker-02_trial-10_digit-8.flac,female,23,158
1536,19,neun,german,9,8,5,lang-german_speaker-08_trial-5_digit-9.flac,male,21,182
1537,4,four,english,4,10,8,lang-english_speaker-10_trial-8_digit-4.flac,female,25,160
1538,3,three,english,3,8,6,lang-english_speaker-08_trial-6_digit-3.flac,male,21,182
1539,14,vier,german,4,2,12,lang-german_speaker-02_trial-12_digit-4.flac,female,23,158
1540,17,sieben,german,7,7,6,lang-german_speaker-07_trial-6_digit-7.flac,male,56,175
1541,5,five,english,5,6,5,lang-english_speaker-06_trial-5_digit-5.flac,female,35,163
1542,2,two,english,2,9,7,lang-english_speaker-09_trial-7_digit-2.flac,male,32,183
1543,18,acht,german,8,8,5,lang-german_speaker-08_trial-5_digit-8.flac,male,21,182
1544,9,nine,english,9,10,8,lang-english_speaker-10_trial-8_digit-9.flac,female,25,160
1545,4,four,english,4,1,8,lang-english_speaker-01_trial-8_digit-4.flac,male,22,195
1546,9,nine,english,9,10,8,lang-english_speaker-10_trial-8_digit-9.flac,female,25,160
1547,15,fuenf,german,5,6,4,lang-german_speaker-06_trial-4_digit-5.flac,female,35,163
1548,9,nine,english,9,11,8,lang-english_speaker-11_trial-8_digit-9.flac,female,31,163
1549,7,seven,english,7,7,5,lang-english_speaker-07_trial-5_digit-7.flac,male,56,175
1550,4,four,english,4,1,8,lang-english_speaker-01_trial-8_digit-4.flac,male,22,195
1551,16,sechs,german,6,7,6,lang-german_speaker-07_trial-6_digit-6.flac,male,56,175
1552,14,vier,german,4,9,7,lang-german_speaker-09_trial-7_digit-4.flac,male,32,183
1553,19,neun,german,9,8,5,lang-german_speaker-08_trial-5_digit-9.flac,male,21,182
1554,17,sieben,german,7,11,14,lang-german_speaker-11_trial-14_digit-7.flac,female,31,163
1555,12,zwei,german,2,3,6,lang-german_speaker-03_trial-6_digit-2.flac,female,23,174
1556,19,neun,german,9,3,6,lang-german_speaker-03_trial-6_digit-9.flac,female,23,174
1557,8,eight,english,8,7,5,lang-english_speaker-07_trial-5_digit-8.flac,male,56,175
1558,15,fuenf,german,5,10,7,lang-german_speaker-10_trial-7_digit-5.flac,female,25,160
1559,7,seven,english,7,11,8,lang-english_speaker-11_trial-8_digit-7.flac,female,31,163
1560,14,vier,german,4,7,6,lang-german_speaker-07_trial-6_digit-4.flac,male,56,175
1561,4,four,english,4,1,8,lang-english_speaker-01_trial-8_digit-4.flac,male,22,195
1562,0,zero,english,0,7,6,lang-english_speaker-07_trial-6_digit-0.flac,male,56,175
1563,4,four,english,4,0,10,lang-english_speaker-00_trial-10_digit-4.flac,male,24,180
1564,13,drei,german,3,7,6,lang-german_speaker-07_trial-6_digit-3.flac,male,56,175
1565,17,sieben,german,7,2,12,lang-german_speaker-02_trial-12_digit-7.flac,female,23,158
1566,9,nine,english,9,6,5,lang-english_speaker-06_trial-5_digit-9.flac,female,35,163
1567,17,sieben,german,7,9,7,lang-german_speaker-09_trial-7_digit-7.flac,male,32,183
1568,0,zero,english,0,6,6,lang-english_speaker-06_trial-6_digit-0.flac,female,35,163
1569,5,five,english,5,8,6,lang-english_speaker-08_trial-6_digit-5.flac,male,21,182
1570,3,three,english,3,11,8,lang-english_speaker-11_trial-8_digit-3.flac,female,31,163
1571,17,sieben,german,7,2,12,lang-german_speaker-02_trial-12_digit-7.flac,female,23,158
1572,11,eins,german,1,2,12,lang-german_speaker-02_trial-12_digit-1.flac,female,23,158
1573,3,three,english,3,11,8,lang-english_speaker-11_trial-8_digit-3.flac,female,31,163
1574,12,zwei,german,2,3,6,lang-german_speaker-03_trial-6_digit-2.flac,female,23,174
1575,3,three,english,3,0,10,lang-english_speaker-00_trial-10_digit-3.flac,male,24,180
1576,16,sechs,german,6,0,9,lang-german_speaker-00_trial-9_digit-6.flac,male,24,180
1577,1,one,english,1,7,6,lang-english_speaker-07_trial-6_digit-1.flac,male,56,175
1578,8,eight,english,8,9,7,lang-english_speaker-09_trial-7_digit-8.flac,male,32,183
1579,9,nine,english,9,3,3,lang-english_speaker-03_trial-3_digit-9.flac,female,23,174
1580,14,vier,german,4,0,9,lang-german_speaker-00_trial-9_digit-4.flac,male,24,180
1581,5,five,english,5,6,6,lang-english_speaker-06_trial-6_digit-5.flac,female,35,163
1582,8,eight,english,8,10,8,lang-english_speaker-10_trial-8_digit-8.flac,female,25,160
1583,5,five,english,5,7,6,lang-english_speaker-07_trial-6_digit-5.flac,male,56,175
1584,19,neun,german,9,3,6,lang-german_speaker-03_trial-6_digit-9.flac,female,23,174
1585,14,vier,german,4,11,14,lang-german_speaker-11_trial-14_digit-4.flac,female,31,163
1586,1,one,english,1,7,6,lang-english_speaker-07_trial-6_digit-1.flac,male,56,175
1587,12,zwei,german,2,0,9,lang-german_speaker-00_trial-9_digit-2.flac,male,24,180
1588,6,six,english,6,2,10,lang-english_speaker-02_trial-10_digit-6.flac,female,23,158
1589,4,four,english,4,10,8,lang-english_speaker-10_trial-8_digit-4.flac,female,25,160
1590,2,two,english,2,8,6,lang-english_speaker-08_trial-6_digit-2.flac,male,21,182
1591,15,fuenf,german,5,0,9,lang-german_speaker-00_trial-9_digit-5.flac,male,24,180
1592,17,sieben,german,7,2,12,lang-german_speaker-02_trial-12_digit-7.flac,female,23,158
1593,13,drei,german,3,9,7,lang-german_speaker-09_trial-7_digit-3.flac,male,32,183
1594,5,five,english,5,11,8,lang-english_speaker-11_trial-8_digit-5.flac,female,31,163
1595,18,acht,german,8,9,7,lang-german_speaker-09_trial-7_digit-8.flac,male,32,183
1596,15,fuenf,german,5,7,6,lang-german_speaker-07_trial-6_digit-5.flac,male,56,175
1597,15,fuenf,german,5,11,14,lang-german_speaker-11_trial-14_digit-5.flac,female,31,163
1598,13,drei,german,3,2,12,lang-german_speaker-02_trial-12_digit-3.flac,female,23,158
1599,15,fuenf,german,5,11,14,lang-german_speaker-11_trial-14_digit-5.flac,female,31,163
1600,16,sechs,german,6,6,4,lang-german_speaker-06_trial-4_digit-6.flac,female,35,163
1601,8,eight,english,8,3,3,lang-english_speaker-03_trial-3_digit-8.flac,female,23,174
1602,5,five,english,5,11,8,lang-english_speaker-11_trial-8_digit-5.flac,female,31,163
1603,3,three,english,3,9,7,lang-english_speaker-09_trial-7_digit-3.flac,male,32,183
1604,17,sieben,german,7,9,7,lang-german_speaker-09_trial-7_digit-7.flac,male,32,183
1605,18,acht,german,8,2,12,lang-german_speaker-02_trial-12_digit-8.flac,female,23,158
1606,19,neun,german,9,8,5,lang-german_speaker-08_trial-5_digit-9.flac,male,21,182
1607,9,nine,english,9,3,3,lang-english_speaker-03_trial-3_digit-9.flac,female,23,174
1608,16,sechs,german,6,8,5,lang-german_speaker-08_trial-5_digit-6.flac,male,21,182
1609,9,nine,english,9,8,6,lang-english_speaker-08_trial-6_digit-9.flac,male,21,182
1610,5,five,english,5,10,8,lang-english_speaker-10_trial-8_digit-5.flac,female,25,160
1611,2,two,english,2,10,8,lang-english_speaker-10_trial-8_digit-2.flac,female,25,160
1612,15,fuenf,german,5,7,6,lang-german_speaker-07_trial-6_digit-5.flac,male,56,175
1613,6,six,english,6,11,8,lang-english_speaker-11_trial-8_digit-6.flac,female,31,163
1614,11,eins,german,1,11,14,lang-german_speaker-11_trial-14_digit-1.flac,female,31,163
